GEO_ID,NAME,B19001_001E,B19001_001M,B19001_002E,B19001_002M,B19001_003E,B19001_003M,B19001_004E,B19001_004M,B19001_005E,B19001_005M,B19001_006E,B19001_006M,B19001_007E,B19001_007M,B19001_008E,B19001_008M,B19001_009E,B19001_009M,B19001_010E,B19001_010M,B19001_011E,B19001_011M,B19001_012E,B19001_012M,B19001_013E,B19001_013M,B19001_014E,B19001_014M,B19001_015E,B19001_015M,B19001_016E,B19001_016M,B19001_017E,B19001_017M
1500000US490490032051,"Block Group 1, Census Tract 32.05, Utah County, Utah",282,56,27,21,0,11,0,11,0,11,0,11,0,11,5,10,7,11,0,11,7,11,61,40,47,26,74,44,9,14,34,25,11,13
1500000US490490032052,"Block Group 2, Census Tract 32.05, Utah County, Utah",368,74,0,11,0,11,0,11,0,11,37,42,13,21,0,11,27,34,23,33,69,41,67,55,72,33,14,16,22,20,24,22,0,11
1500000US490490032053,"Block Group 3, Census Tract 32.05, Utah County, Utah",411,71,22,33,0,11,18,20,7,11,0,11,27,33,13,19,10,15,9,15,62,40,112,63,18,19,78,63,17,20,18,20,0,11
1500000US490490033001,"Block Group 1, Census Tract 33, Utah County, Utah",343,77,10,17,17,18,0,11,19,22,28,26,18,30,13,18,11,18,0,11,54,59,39,30,34,26,63,56,29,24,8,13,0,11
1500000US490490033002,"Block Group 2, Census Tract 33, Utah County, Utah",582,86,41,43,11,17,24,29,12,19,9,13,40,48,14,21,8,14,67,50,56,52,103,49,74,65,79,60,35,30,9,15,0,11
1500000US490490033003,"Block Group 3, Census Tract 33, Utah County, Utah",512,83,0,11,9,14,25,25,12,18,0,11,0,11,0,11,10,16,0,11,54,36,87,56,126,55,104,74,29,26,20,22,36,43
1500000US490490033004,"Block Group 4, Census Tract 33, Utah County, Utah",405,79,23,19,0,11,29,47,29,35,20,23,0,11,21,24,36,31,10,15,68,43,48,35,32,25,38,30,43,47,0,11,8,13
1500000US490490034011,"Block Group 1, Census Tract 34.01, Utah County, Utah",288,67,0,11,58,52,23,22,5,10,23,23,39,28,0,11,0,11,0,11,25,24,32,31,20,18,27,24,10,15,26,31,0,11
1500000US490490034012,"Block Group 2, Census Tract 34.01, Utah County, Utah",437,76,11,17,0,11,23,24,31,27,45,53,9,16,19,22,16,18,17,28,51,52,40,31,103,58,11,17,17,20,44,55,0,11
1500000US490490034013,"Block Group 3, Census Tract 34.01, Utah County, Utah",352,73,23,21,0,11,41,46,0,11,0,11,8,14,40,32,25,25,18,21,21,19,61,35,77,55,13,19,18,19,7,11,0,11
1500000US490490034021,"Block Group 1, Census Tract 34.02, Utah County, Utah",508,90,38,30,0,11,8,12,0,11,53,29,10,15,59,69,8,14,63,52,25,28,80,43,60,52,68,42,0,11,36,45,0,11
1500000US490490034022,"Block Group 2, Census Tract 34.02, Utah County, Utah",639,84,13,20,5,8,0,11,0,11,0,11,9,15,9,13,55,31,11,17,60,38,43,28,193,75,78,43,133,75,12,20,18,20
1500000US490490034023,"Block Group 3, Census Tract 34.02, Utah County, Utah",366,62,18,21,14,21,10,16,9,14,0,11,2,7,7,12,18,20,6,9,34,30,49,53,85,45,58,34,27,25,18,20,11,17
1500000US490490034024,"Block Group 4, Census Tract 34.02, Utah County, Utah",344,80,49,66,0,11,0,11,41,67,0,11,10,15,7,13,0,11,11,18,26,23,21,24,71,44,32,27,32,22,25,28,19,21
1500000US490490034031,"Block Group 1, Census Tract 34.03, Utah County, Utah",486,98,31,44,14,17,35,32,11,17,19,16,37,34,19,22,36,33,59,56,54,56,78,42,21,23,0,11,9,14,10,15,53,39
1500000US490490034032,"Block Group 2, Census Tract 34.03, Utah County, Utah",367,97,9,16,23,28,10,16,19,21,32,29,22,27,0,11,40,52,17,23,0,11,10,14,53,41,46,37,54,70,12,16,20,20
1500000US490490034033,"Block Group 3, Census Tract 34.03, Utah County, Utah",341,98,0,11,10,17,0,11,0,11,0,11,20,23,0,11,14,22,61,68,37,28,34,37,50,35,77,62,38,33,0,11,0,11
1500000US490490034034,"Block Group 4, Census Tract 34.03, Utah County, Utah",247,72,0,11,7,12,6,12,0,11,0,11,0,11,10,14,0,11,8,13,64,66,48,34,56,51,39,32,9,14,0,11,0,11
1500000US490490101031,"Block Group 1, Census Tract 101.03, Utah County, Utah",939,107,66,73,0,11,28,43,30,34,0,11,0,11,32,37,17,21,25,30,96,54,132,66,248,92,129,86,75,59,13,21,48,45
1500000US490490101032,"Block Group 2, Census Tract 101.03, Utah County, Utah",403,85,0,11,0,11,15,23,25,38,18,28,0,11,0,11,51,45,24,27,46,37,77,41,108,50,19,27,20,29,0,11,0,11
1500000US490490101033,"Block Group 3, Census Tract 101.03, Utah County, Utah",692,95,9,13,26,29,0,11,22,24,7,12,20,25,29,28,20,24,30,28,80,53,150,70,148,69,39,37,79,77,33,30,0,11
1500000US490490101041,"Block Group 1, Census Tract 101.04, Utah County, Utah",389,87,0,11,0,11,0,11,0,11,10,16,0,11,23,35,0,11,40,35,16,19,74,50,59,50,109,68,50,50,0,11,8,15
1500000US490490101042,"Block Group 2, Census Tract 101.04, Utah County, Utah",409,97,0,11,0,11,0,11,0,11,0,11,0,11,17,26,54,56,45,34,51,36,73,65,101,56,33,31,27,35,8,18,0,11
1500000US490490101043,"Block Group 3, Census Tract 101.04, Utah County, Utah",793,118,29,20,0,11,0,11,12,20,0,11,33,39,25,38,10,15,41,41,32,29,141,76,184,94,186,85,60,48,23,28,17,20
1500000US490490101044,"Block Group 4, Census Tract 101.04, Utah County, Utah",816,122,0,11,0,11,0,11,0,11,0,11,20,24,11,20,39,35,58,73,11,16,121,69,318,115,153,82,69,51,0,11,16,26
1500000US490490101051,"Block Group 1, Census Tract 101.05, Utah County, Utah",515,125,0,11,0,11,0,11,0,11,0,11,31,35,0,11,0,11,13,20,44,41,123,113,124,69,60,50,58,48,10,17,52,49
1500000US490490101052,"Block Group 2, Census Tract 101.05, Utah County, Utah",818,141,0,11,0,11,0,11,15,25,0,11,62,48,16,25,0,11,16,26,0,11,131,126,311,153,190,95,37,35,13,21,27,21
1500000US490490101053,"Block Group 3, Census Tract 101.05, Utah County, Utah",1398,146,0,16,0,16,0,16,0,16,15,23,0,16,0,16,56,55,14,21,64,53,351,145,168,68,278,120,178,89,166,90,108,78
1500000US490490101061,"Block Group 1, Census Tract 101.06, Utah County, Utah",747,86,8,12,0,11,0,11,10,17,0,11,4,6,23,25,10,17,5,9,22,25,68,56,174,74,188,91,137,63,90,56,8,13
1500000US490490101062,"Block Group 2, Census Tract 101.06, Utah County, Utah",894,109,13,21,5,8,10,16,0,11,0,11,7,11,9,13,11,19,11,18,48,46,157,60,265,99,97,52,109,59,92,66,60,49
1500000US490490101071,"Block Group 1, Census Tract 101.07, Utah County, Utah",295,48,4,6,1,3,2,3,0,11,15,19,10,11,4,4,12,12,8,8,7,9,35,23,63,37,57,37,29,22,35,18,13,11
1500000US490490101072,"Block Group 2, Census Tract 101.07, Utah County, Utah",473,58,12,13,11,16,4,6,14,15,6,8,11,16,5,7,0,11,4,7,21,15,32,27,83,40,49,37,48,25,119,60,54,25
1500000US490490101081,"Block Group 1, Census Tract 101.08, Utah County, Utah",689,120,9,17,0,11,0,11,0,11,0,11,24,37,0,11,0,11,39,61,0,11,72,45,249,93,89,48,75,54,54,39,78,59
1500000US490490101082,"Block Group 2, Census Tract 101.08, Utah County, Utah",876,97,14,22,54,45,0,11,18,21,19,30,57,72,30,28,47,47,52,32,40,46,71,39,256,86,60,46,89,65,31,32,38,26
1500000US490490101083,"Block Group 3, Census Tract 101.08, Utah County, Utah",127,49,0,11,0,11,0,11,0,11,0,11,0,11,19,29,0,11,15,24,8,12,18,20,16,19,18,21,28,20,0,11,5,10
1500000US490490101084,"Block Group 4, Census Tract 101.08, Utah County, Utah",492,97,8,13,0,11,10,17,0,11,0,11,0,11,0,11,14,21,0,11,27,28,50,51,124,62,109,60,57,50,7,12,86,79
1500000US490490101091,"Block Group 1, Census Tract 101.09, Utah County, Utah",826,123,32,37,0,11,0,11,0,11,17,26,0,11,49,43,16,24,50,61,112,76,72,63,70,56,127,65,120,77,74,59,87,86
1500000US490490101092,"Block Group 2, Census Tract 101.09, Utah County, Utah",1275,158,18,30,0,11,0,11,0,11,53,72,17,30,48,44,16,25,25,29,70,49,66,56,190,91,224,136,209,101,184,80,155,108
1500000US490490101093,"Block Group 3, Census Tract 101.09, Utah County, Utah",1002,127,31,36,0,11,0,11,16,26,37,53,0,11,35,40,100,91,107,88,77,49,68,48,180,116,162,101,78,91,111,70,0,11
1500000US490490101101,"Block Group 1, Census Tract 101.10, Utah County, Utah",522,58,18,27,0,11,0,11,7,10,14,15,23,33,23,37,0,11,0,11,17,27,104,58,59,42,106,47,50,28,27,22,74,45
1500000US490490101102,"Block Group 2, Census Tract 101.10, Utah County, Utah",201,45,7,10,7,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,10,18,16,33,24,30,22,33,24,32,20,34,24
1500000US490490101111,"Block Group 1, Census Tract 101.11, Utah County, Utah",779,123,0,11,0,11,0,11,0,11,0,11,0,11,33,40,0,11,0,11,115,103,16,34,190,83,160,83,114,79,124,77,27,35
1500000US490490101112,"Block Group 2, Census Tract 101.11, Utah County, Utah",860,120,22,34,0,11,19,30,91,56,19,29,0,11,17,29,34,38,19,31,124,80,42,49,199,90,155,89,47,50,36,40,36,45
1500000US490490101113,"Block Group 3, Census Tract 101.11, Utah County, Utah",638,109,16,27,0,11,0,11,0,11,0,11,0,11,0,11,33,37,39,45,31,35,44,41,118,64,88,56,171,108,84,50,14,22
1500000US490490101121,"Block Group 1, Census Tract 101.12, Utah County, Utah",835,79,0,11,0,11,9,14,18,22,0,11,0,11,9,14,44,46,9,14,39,29,61,36,221,76,165,79,90,51,85,40,85,58
1500000US490490101122,"Block Group 2, Census Tract 101.12, Utah County, Utah",1065,99,6,11,10,15,18,20,0,11,40,37,10,15,6,10,56,36,35,33,88,60,105,46,239,95,175,85,97,47,133,63,47,34
1500000US490490101131,"Block Group 1, Census Tract 101.13, Utah County, Utah",742,88,0,11,0,11,9,14,0,11,0,11,22,26,18,20,9,15,14,22,46,38,39,33,218,73,104,52,128,56,61,40,74,58
1500000US490490101132,"Block Group 2, Census Tract 101.13, Utah County, Utah",1211,108,0,16,29,33,0,16,0,16,0,16,8,13,20,21,26,37,0,16,47,31,62,36,286,101,226,96,216,85,214,78,77,49
1500000US490490102081,"Block Group 1, Census Tract 102.08, Utah County, Utah",404,53,19,22,0,11,0,11,0,11,6,8,0,11,0,11,0,11,6,8,7,11,6,9,47,28,25,19,20,19,150,57,118,42
1500000US490490102082,"Block Group 2, Census Tract 102.08, Utah County, Utah",291,54,6,9,0,11,0,11,0,11,6,9,17,19,20,28,0,11,13,16,5,8,13,14,52,34,32,24,29,25,58,32,40,31
1500000US490490102083,"Block Group 3, Census Tract 102.08, Utah County, Utah",361,50,0,11,0,11,11,16,0,11,0,11,16,19,8,9,0,11,15,15,13,18,21,20,36,26,45,27,81,45,78,46,37,23
1500000US490490102091,"Block Group 1, Census Tract 102.09, Utah County, Utah",413,67,9,13,0,11,0,11,8,13,8,14,10,16,11,16,11,17,10,16,11,18,48,33,68,39,95,42,0,11,79,60,45,28
1500000US490490102092,"Block Group 2, Census Tract 102.09, Utah County, Utah",350,48,0,11,0,11,11,17,0,11,8,13,0,11,0,11,0,11,0,11,9,13,64,39,20,22,26,38,30,26,69,34,113,45
1500000US490490102093,"Block Group 3, Census Tract 102.09, Utah County, Utah",320,82,10,16,0,11,0,11,0,11,10,15,9,16,0,11,0,11,0,11,19,20,40,28,39,29,9,15,46,34,112,80,26,24
1500000US490490102094,"Block Group 4, Census Tract 102.09, Utah County, Utah",473,75,0,11,0,11,0,11,0,11,9,15,33,52,22,18,0,11,0,11,10,16,8,14,19,20,59,67,70,41,76,41,167,47
1500000US490490102101,"Block Group 1, Census Tract 102.10, Utah County, Utah",391,56,21,23,0,11,0,11,0,11,0,11,0,11,7,11,24,21,21,25,10,14,53,52,81,39,24,28,26,24,63,40,61,32
1500000US490490102102,"Block Group 2, Census Tract 102.10, Utah County, Utah",366,45,0,11,11,16,0,11,0,11,8,12,0,11,6,9,7,12,25,27,9,13,37,29,38,26,30,20,70,41,73,33,52,32
1500000US490490102103,"Block Group 3, Census Tract 102.10, Utah County, Utah",526,57,12,19,30,28,7,11,0,11,29,28,14,22,0,11,35,30,7,12,11,12,38,31,50,35,36,32,95,55,49,34,113,44
1500000US490490102104,"Block Group 4, Census Tract 102.10, Utah County, Utah",214,52,0,11,0,11,0,11,0,11,0,11,10,15,0,11,0,11,8,13,17,19,22,25,44,34,29,22,19,20,30,24,35,44
1500000US490490102111,"Block Group 1, Census Tract 102.11, Utah County, Utah",301,38,6,9,5,7,0,11,6,9,6,10,0,11,0,11,0,11,6,8,13,14,24,22,47,24,50,31,7,10,41,26,90,31
1500000US490490102112,"Block Group 2, Census Tract 102.11, Utah County, Utah",65,32,0,11,0,11,5,9,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,18,19,12,13,30,19
1500000US490490102113,"Block Group 3, Census Tract 102.11, Utah County, Utah",294,39,23,19,0,11,0,11,0,11,0,11,0,11,5,9,13,14,20,22,4,8,21,17,24,18,23,16,27,18,15,14,119,37
1500000US490490102114,"Block Group 4, Census Tract 102.11, Utah County, Utah",342,47,0,11,5,8,0,11,7,9,6,9,11,10,19,14,4,7,7,12,16,13,41,34,64,27,49,33,4,7,49,27,60,25
1500000US490490102121,"Block Group 1, Census Tract 102.12, Utah County, Utah",830,158,0,11,4,8,63,83,0,11,0,11,0,11,7,12,88,76,7,13,96,69,11,20,71,74,143,61,74,46,190,110,76,40
1500000US490490102122,"Block Group 2, Census Tract 102.12, Utah County, Utah",1318,133,21,32,0,16,13,20,16,20,0,16,19,29,8,13,8,14,60,70,62,43,93,61,199,74,238,78,139,67,229,69,213,80
1500000US490490102131,"Block Group 1, Census Tract 102.13, Utah County, Utah",304,44,0,11,0,11,0,11,0,11,0,11,6,9,7,11,16,25,0,11,10,11,12,13,21,17,36,31,17,12,43,23,136,42
1500000US490490102132,"Block Group 2, Census Tract 102.13, Utah County, Utah",428,52,5,7,5,9,0,11,0,11,5,9,0,11,3,5,7,11,0,11,13,13,31,19,55,29,85,35,53,30,83,37,83,34
1500000US490490102141,"Block Group 1, Census Tract 102.14, Utah County, Utah",671,117,36,29,0,11,0,11,14,21,106,86,0,11,16,26,81,73,75,80,36,42,65,47,103,83,36,35,60,50,31,29,12,19
1500000US490490102142,"Block Group 2, Census Tract 102.14, Utah County, Utah",844,116,32,49,0,11,0,11,0,11,0,11,10,17,0,11,0,11,0,11,0,11,108,75,103,68,72,45,177,95,277,100,65,45
1500000US490490102143,"Block Group 3, Census Tract 102.14, Utah County, Utah",343,66,0,11,0,11,0,11,26,39,0,11,0,11,0,11,16,27,0,11,44,46,20,23,58,55,80,40,42,39,35,21,22,24
1500000US490490102144,"Block Group 4, Census Tract 102.14, Utah County, Utah",300,51,16,26,31,47,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,30,30,77,46,47,48,57,38,26,31,16,27
1500000US490490102151,"Block Group 1, Census Tract 102.15, Utah County, Utah",427,56,0,11,0,11,0,11,0,11,12,19,0,11,18,21,0,11,9,13,0,11,31,27,74,46,150,67,44,33,34,25,55,36
1500000US490490102152,"Block Group 2, Census Tract 102.15, Utah County, Utah",606,98,0,11,0,11,10,16,9,13,43,54,9,14,43,51,53,67,9,14,74,67,20,22,60,41,97,61,27,25,72,43,80,41
1500000US490490102153,"Block Group 3, Census Tract 102.15, Utah County, Utah",383,65,8,13,10,17,10,16,0,11,28,25,14,21,0,11,19,29,0,11,0,11,43,32,82,41,45,34,34,32,41,33,49,39
1500000US490490102154,"Block Group 4, Census Tract 102.15, Utah County, Utah",539,63,0,11,22,24,0,11,0,11,0,11,18,19,8,13,10,16,14,21,25,38,34,33,84,42,34,23,79,47,153,63,58,41
1500000US490490102161,"Block Group 1, Census Tract 102.16, Utah County, Utah",385,45,0,11,8,13,0,11,3,6,4,7,8,11,7,10,6,9,0,11,11,12,40,25,62,28,88,34,52,29,45,28,51,30
1500000US490490102162,"Block Group 2, Census Tract 102.16, Utah County, Utah",420,38,0,11,0,11,0,11,0,11,7,10,3,5,19,18,3,6,3,6,25,22,55,32,25,17,44,26,61,26,71,27,104,36
1500000US490490102171,"Block Group 1, Census Tract 102.17, Utah County, Utah",761,83,8,13,0,11,13,19,0,11,0,11,0,11,0,11,20,22,10,17,31,45,81,46,55,35,54,33,88,49,168,64,233,72
1500000US490490102172,"Block Group 2, Census Tract 102.17, Utah County, Utah",483,88,0,11,0,11,0,11,0,11,0,11,28,31,0,11,0,11,0,11,0,11,63,41,27,32,85,55,81,48,60,43,139,83
1500000US490490102173,"Block Group 3, Census Tract 102.17, Utah County, Utah",187,46,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,15,0,11,0,11,0,11,22,26,20,24,23,25,46,29,66,43
1500000US490490102181,"Block Group 1, Census Tract 102.18, Utah County, Utah",373,67,0,11,6,11,0,11,0,11,0,11,0,11,0,11,9,14,0,11,12,18,8,14,33,26,56,37,79,54,94,50,76,46
1500000US490490102182,"Block Group 2, Census Tract 102.18, Utah County, Utah",194,54,0,11,0,11,0,11,0,11,0,11,12,19,0,11,0,11,0,11,19,30,0,11,18,20,30,29,8,11,40,29,67,36
1500000US490490102183,"Block Group 3, Census Tract 102.18, Utah County, Utah",328,65,0,11,0,11,0,11,13,21,0,11,0,11,0,11,0,11,19,33,0,11,15,19,90,53,27,26,5,9,42,40,117,54
1500000US490490102184,"Block Group 4, Census Tract 102.18, Utah County, Utah",490,70,0,11,18,23,0,11,0,11,0,11,0,11,8,14,0,11,8,13,0,11,45,41,34,27,98,62,72,42,72,40,135,69
1500000US490490102191,"Block Group 1, Census Tract 102.19, Utah County, Utah",656,106,32,27,12,17,0,11,0,11,0,11,11,17,0,11,11,16,0,11,0,11,45,33,122,71,67,36,94,68,113,44,149,66
1500000US490490102192,"Block Group 2, Census Tract 102.19, Utah County, Utah",377,69,0,11,13,21,0,11,12,18,0,11,0,11,13,22,20,23,22,23,27,25,21,24,11,18,66,33,34,31,55,36,83,45
1500000US490490102193,"Block Group 3, Census Tract 102.19, Utah County, Utah",405,62,34,37,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,12,37,32,57,34,29,26,22,20,86,56,20,23,113,48
1500000US490490102201,"Block Group 1, Census Tract 102.20, Utah County, Utah",453,90,0,11,0,11,0,11,0,11,0,11,8,13,0,11,8,15,0,11,25,25,70,56,68,47,97,54,81,47,58,41,38,31
1500000US490490102202,"Block Group 2, Census Tract 102.20, Utah County, Utah",664,86,19,28,25,36,9,16,12,19,0,11,0,11,41,48,10,18,12,18,38,47,50,37,147,67,147,72,59,39,54,33,41,36
1500000US490490102203,"Block Group 3, Census Tract 102.20, Utah County, Utah",357,76,9,14,0,11,0,11,10,15,0,11,0,11,0,11,0,11,59,47,48,37,33,26,18,21,82,47,21,24,40,38,37,33
1500000US490490103031,"Block Group 1, Census Tract 103.03, Utah County, Utah",680,85,19,19,0,11,0,11,8,12,7,11,22,25,18,21,16,19,49,38,55,33,70,52,76,44,108,51,111,68,90,40,31,28
1500000US490490103032,"Block Group 2, Census Tract 103.03, Utah County, Utah",633,86,0,11,0,11,0,11,0,11,0,11,20,19,22,29,0,11,0,11,58,57,44,31,91,79,94,48,173,82,74,44,57,34
1500000US490490103041,"Block Group 1, Census Tract 103.04, Utah County, Utah",606,122,32,36,0,11,16,26,9,15,8,14,19,21,13,20,28,31,61,49,115,86,121,80,150,102,0,11,9,15,0,11,25,41
1500000US490490103042,"Block Group 2, Census Tract 103.04, Utah County, Utah",678,114,9,14,0,11,0,11,0,11,0,11,9,14,0,11,36,33,19,22,42,37,64,49,178,75,76,44,78,80,99,56,68,53
1500000US490490103043,"Block Group 3, Census Tract 103.04, Utah County, Utah",1324,127,0,16,0,16,0,16,7,12,28,43,13,21,0,16,56,69,9,14,60,52,147,82,256,85,368,131,141,83,93,60,146,85
1500000US490490103051,"Block Group 1, Census Tract 103.05, Utah County, Utah",513,60,15,17,26,27,6,8,0,11,6,9,0,11,10,12,21,18,0,11,7,12,6,9,51,36,116,52,16,14,90,50,143,50
1500000US490490103052,"Block Group 2, Census Tract 103.05, Utah County, Utah",381,60,13,14,0,11,6,9,6,9,12,12,0,11,20,18,0,11,11,15,9,11,58,33,33,21,52,30,17,12,87,41,57,27
1500000US490490104041,"Block Group 1, Census Tract 104.04, Utah County, Utah",525,66,0,11,0,11,0,11,9,14,0,11,0,11,12,20,0,11,50,44,55,34,22,26,106,53,115,57,92,65,33,26,31,30
1500000US490490104042,"Block Group 2, Census Tract 104.04, Utah County, Utah",597,65,46,36,0,11,23,23,0,11,0,11,0,11,0,11,22,32,0,11,17,19,42,34,110,41,137,63,92,49,48,29,60,41
1500000US490490104051,"Block Group 1, Census Tract 104.05, Utah County, Utah",364,48,18,26,0,11,5,10,7,11,0,11,5,7,13,12,16,14,19,17,33,27,62,26,67,34,57,26,15,12,37,24,10,11
1500000US490490104052,"Block Group 2, Census Tract 104.05, Utah County, Utah",545,50,20,21,5,7,4,8,5,8,0,11,5,6,14,14,12,13,17,16,35,20,68,38,156,57,94,39,45,35,65,42,0,11
1500000US490490104061,"Block Group 1, Census Tract 104.06, Utah County, Utah",541,55,16,24,6,9,6,9,0,11,0,11,21,31,0,11,0,11,5,8,4,6,53,28,94,38,89,33,97,55,101,42,49,21
1500000US490490104062,"Block Group 2, Census Tract 104.06, Utah County, Utah",268,51,30,32,20,30,0,11,14,15,5,9,6,9,0,11,4,6,5,9,0,11,50,33,54,42,56,41,4,6,10,12,10,11
1500000US490490104071,"Block Group 1, Census Tract 104.07, Utah County, Utah",301,44,0,11,0,11,3,5,0,11,11,9,16,16,4,6,5,8,11,11,44,27,14,13,54,36,40,21,30,22,38,30,31,28
1500000US490490104072,"Block Group 2, Census Tract 104.07, Utah County, Utah",387,44,4,6,8,10,16,13,16,23,0,11,11,11,15,18,4,7,0,11,12,13,45,25,86,41,51,34,50,35,46,32,23,15
1500000US490490104081,"Block Group 1, Census Tract 104.08, Utah County, Utah",544,63,7,12,12,14,0,11,12,14,0,11,19,21,15,16,26,23,37,32,73,46,40,30,100,45,91,56,47,35,27,28,38,36
1500000US490490104082,"Block Group 2, Census Tract 104.08, Utah County, Utah",244,59,22,34,6,10,0,11,0,11,0,11,0,11,7,11,0,11,0,11,20,19,19,22,33,27,44,38,36,32,33,26,24,27
1500000US490490104083,"Block Group 3, Census Tract 104.08, Utah County, Utah",352,68,12,18,17,22,0,11,0,11,6,11,7,10,0,11,4,7,0,11,16,20,4,6,79,56,83,48,90,50,17,25,17,17
1500000US490490104091,"Block Group 1, Census Tract 104.09, Utah County, Utah",440,57,6,8,6,9,0,11,0,11,8,12,5,9,12,13,0,11,22,30,31,21,74,37,45,28,65,34,80,37,69,45,17,17
1500000US490490104092,"Block Group 2, Census Tract 104.09, Utah County, Utah",361,52,0,11,0,11,6,8,0,11,0,11,26,31,28,19,0,11,5,8,22,18,70,37,119,49,36,22,17,17,32,23,0,11
1500000US490490104101,"Block Group 1, Census Tract 104.10, Utah County, Utah",626,64,8,9,0,11,9,10,12,12,47,35,14,12,49,33,35,31,21,23,66,35,61,35,82,36,48,26,105,52,59,39,10,10
1500000US490490104102,"Block Group 2, Census Tract 104.10, Utah County, Utah",343,51,5,8,10,16,13,10,10,11,4,7,14,15,25,25,0,11,12,19,10,12,34,23,81,41,39,23,26,29,48,30,12,13
1500000US490490104111,"Block Group 1, Census Tract 104.11, Utah County, Utah",352,41,3,5,0,11,4,6,0,11,0,11,16,11,8,8,0,11,10,9,24,13,31,19,47,21,44,24,27,14,59,23,79,37
1500000US490490104112,"Block Group 2, Census Tract 104.11, Utah County, Utah",606,52,6,6,0,11,4,5,6,7,4,5,13,10,11,9,26,22,7,8,56,21,112,39,80,27,151,45,50,19,65,31,15,10
1500000US490490104113,"Block Group 3, Census Tract 104.11, Utah County, Utah",558,52,8,9,7,11,8,5,4,4,17,13,12,11,4,6,2,3,32,17,20,13,15,9,69,22,54,23,95,36,70,31,141,38
1500000US490490105031,"Block Group 1, Census Tract 105.03, Utah County, Utah",234,46,10,13,0,11,7,11,0,11,0,11,0,11,0,11,13,15,26,22,23,20,29,18,31,23,19,19,17,16,49,38,10,15
1500000US490490105032,"Block Group 2, Census Tract 105.03, Utah County, Utah",782,57,35,25,0,11,51,46,28,23,39,29,30,28,48,43,41,38,22,21,160,80,83,50,118,59,61,32,15,14,26,22,25,17
1500000US490490105041,"Block Group 1, Census Tract 105.04, Utah County, Utah",558,66,0,11,30,33,0,11,13,13,21,19,34,25,17,15,60,40,24,16,70,49,123,51,65,33,32,21,34,25,18,16,17,15
1500000US490490105042,"Block Group 2, Census Tract 105.04, Utah County, Utah",379,46,11,12,0,11,4,7,0,11,11,13,26,30,12,13,18,16,22,16,7,10,61,38,68,32,42,29,61,33,26,23,10,14
1500000US490490105051,"Block Group 1, Census Tract 105.05, Utah County, Utah",519,76,0,11,0,11,9,16,9,15,28,31,0,11,7,10,0,11,10,16,80,53,72,44,187,80,68,41,27,27,13,15,9,13
1500000US490490105052,"Block Group 2, Census Tract 105.05, Utah County, Utah",266,59,0,11,0,11,18,18,0,11,35,42,12,20,15,22,49,39,0,11,36,33,15,19,69,53,7,11,10,16,0,11,0,11
1500000US490490105053,"Block Group 3, Census Tract 105.05, Utah County, Utah",440,75,25,39,9,14,9,14,0,11,30,46,18,18,48,49,17,20,0,11,65,54,118,78,44,33,49,42,8,15,0,11,0,11
1500000US490490105061,"Block Group 1, Census Tract 105.06, Utah County, Utah",333,49,0,11,10,11,29,31,22,32,15,13,19,29,5,8,42,41,9,11,25,16,32,28,48,31,46,32,31,25,0,11,0,11
1500000US490490105062,"Block Group 2, Census Tract 105.06, Utah County, Utah",248,45,5,8,15,23,6,11,0,11,37,25,19,24,16,13,24,16,0,11,15,13,15,13,26,34,25,19,31,27,9,10,5,7
1500000US490490106001,"Block Group 1, Census Tract 106, Utah County, Utah",420,49,16,18,3,4,11,9,18,17,7,6,12,12,11,10,9,6,5,5,31,17,68,49,72,24,56,24,34,17,31,18,36,20
1500000US490490106002,"Block Group 2, Census Tract 106, Utah County, Utah",793,74,7,7,10,13,19,15,15,9,88,70,21,16,33,29,33,24,13,9,56,51,124,50,135,46,91,52,102,47,39,22,7,6
1500000US490490107001,"Block Group 1, Census Tract 107, Utah County, Utah",504,77,27,22,0,11,0,11,0,11,0,11,43,37,10,14,12,20,31,28,26,25,9,14,122,90,63,43,68,44,79,55,14,22
1500000US490490107002,"Block Group 2, Census Tract 107, Utah County, Utah",387,68,0,11,0,11,9,15,0,11,0,11,29,47,0,11,0,11,28,31,24,26,43,34,85,43,52,35,57,39,41,37,19,21
1500000US490490107003,"Block Group 3, Census Tract 107, Utah County, Utah",724,84,10,17,0,11,9,14,10,15,28,25,10,15,60,57,36,34,11,17,73,40,123,54,182,72,110,71,18,20,35,32,9,14
1500000US490490109001,"Block Group 1, Census Tract 109, Utah County, Utah",88,32,0,11,0,11,0,11,5,7,0,11,0,11,0,11,0,11,10,11,5,7,22,14,25,23,9,9,8,6,0,11,4,6
1500000US490490109002,"Block Group 2, Census Tract 109, Utah County, Utah",277,49,5,7,4,6,0,11,7,12,0,11,18,22,0,11,14,22,9,10,16,13,48,30,23,19,65,35,8,8,33,30,27,25
1500000US490499801001,"Block Group 1, Census Tract 9801, Utah County, Utah",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
